地區,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任,年份,兩大黨得票率,district,name,order,left,male,birth_year,party,votes,percentage,win,incumbency,year,n_candidates,right,is_odd,middle
屏東縣第02選區,蘇震清,3,男,1965,無黨籍及未經政黨推薦,107956,0.4698,*,是,2020,100,屏東縣第02選區,蘇震清,3,0,1,1965,無黨籍及未經政黨推薦,107956,46.98,1,1,2020,9,0,1,0
屏東縣第02選區,何秋葺,4,女,1970,台灣工黨,1102,0.0048,NA,否,2020,100,屏東縣第02選區,何秋葺,4,0,0,1970,台灣工黨,1102,0.48,0,0,2020,9,0,1,0
屏東縣第02選區,何麗莉,5,女,1966,中華統一促進黨,631,0.0027,NA,否,2020,100,屏東縣第02選區,何麗莉,5,0,0,1966,中華統一促進黨,631,0.27,0,0,2020,9,0,1,1
屏東縣第02選區,姚宗翰,6,男,1983,無黨籍及未經政黨推薦,957,0.0042,NA,否,2020,100,屏東縣第02選區,姚宗翰,6,0,1,1983,無黨籍及未經政黨推薦,957,0.42,0,0,2020,9,0,1,0
屏東縣第02選區,鄭文龍,7,男,1967,國會政黨聯盟,887,0.0039000000000000003,NA,否,2020,100,屏東縣第02選區,鄭文龍,7,0,1,1967,國會政黨聯盟,887,0.39,0,0,2020,9,0,1,0
屏東縣第02選區,張怡,8,女,1976,無黨籍及未經政黨推薦,19209,0.0836,NA,否,2020,100,屏東縣第02選區,張怡,8,0,0,1976,無黨籍及未經政黨推薦,19209,8.36,0,0,2020,9,0,1,0
屏東縣第02選區,馮家芸,9,女,1961,台澎黨,682,0.003,NA,否,2020,100,屏東縣第02選區,馮家芸,9,0,0,1961,台澎黨,682,0.3,0,0,2020,9,1,1,0
屏東縣第03選區,潘孟安,1,男,1963,民主進步黨,59896,0.513,*,是,2008,NA,屏東縣第03選區,潘孟安,1,1,1,1963,民主進步黨,59896,51.300000000000004,1,1,2008,3,0,1,0
屏東縣第03選區,蘇清泉,2,男,1957,中國國民黨,50195,0.4299,NA,否,2008,NA,屏東縣第03選區,蘇清泉,2,0,1,1957,中國國民黨,50195,42.99,0,0,2008,3,0,1,1
屏東縣第03選區,周碧雲,3,女,1972,無黨籍及未經政黨推薦,6653,0.056900000000000006,NA,否,2008,NA,屏東縣第03選區,周碧雲,3,0,0,1972,無黨籍及未經政黨推薦,6653,5.69,0,0,2008,3,1,1,0
屏東縣第03選區,龔瑞維,1,男,1962,中國國民黨,45314,0.3223,NA,否,2012,94.3,屏東縣第03選區,龔瑞維,1,1,1,1962,中國國民黨,45314,32.23,0,0,2012,3,0,1,0
屏東縣第03選區,潘孟安,2,男,1963,民主進步黨,93685,0.6664,*,是,2012,94.3,屏東縣第03選區,潘孟安,2,0,1,1963,民主進步黨,93685,66.64,1,1,2012,3,0,1,1
屏東縣第03選區,潘政治,3,男,1958,無黨籍及未經政黨推薦,1564,0.0111,NA,否,2012,94.3,屏東縣第03選區,潘政治,3,0,1,1958,無黨籍及未經政黨推薦,1564,1.11,0,0,2012,3,1,1,0
屏東縣第03選區,黃昭展,1,男,1956,無黨籍及未經政黨推薦,41323,0.32880000000000004,NA,否,2016,98.89,屏東縣第03選區,黃昭展,1,1,1,1956,無黨籍及未經政黨推薦,41323,32.88,0,0,2016,5,0,1,0
屏東縣第03選區,張兆陽,2,男,1957,中華統一促進黨,606,0.0048,NA,否,2016,98.89,屏東縣第03選區,張兆陽,2,0,1,1957,中華統一促進黨,606,0.48,0,0,2016,5,0,1,0
屏東縣第03選區,莊瑞雄,3,男,1963,民主進步黨,67260,0.5352,*,是,2016,98.89,屏東縣第03選區,莊瑞雄,3,0,1,1963,民主進步黨,67260,53.52,1,1,2016,5,0,1,1
屏東縣第03選區,許謹如,4,女,1971,中國國民黨,16097,0.128,NA,否,2016,98.89,屏東縣第03選區,許謹如,4,0,0,1971,中國國民黨,16097,12.8,0,0,2016,5,0,1,0
屏東縣第03選區,丁勇智,5,男,1970,自由台灣黨,375,0.0029,NA,否,2016,98.89,屏東縣第03選區,丁勇智,5,0,1,1970,自由台灣黨,375,0.29,0,0,2016,5,1,1,0
彰化縣第01選區,陳秀卿,1,女,1950,中國國民黨,67236,0.4496,*,是,2008,NA,彰化縣第01選區,陳秀卿,1,1,0,1950,中國國民黨,67236,44.96,1,1,2008,3,0,1,0
彰化縣第01選區,柯金德,2,男,1960,民主進步黨,31516,0.2107,NA,否,2008,NA,彰化縣第01選區,柯金德,2,0,1,1960,民主進步黨,31516,21.07,0,0,2008,3,0,1,1
彰化縣第01選區,陳進丁,3,男,1946,無黨團結聯盟,50771,0.3395,NA,是,2008,NA,彰化縣第01選區,陳進丁,3,0,1,1946,無黨團結聯盟,50771,33.95,0,1,2008,3,1,1,0
彰化縣第01選區,陳進丁,1,男,1946,民主進步黨,62640,0.34990000000000004,NA,否,2012,66.04,彰化縣第01選區,陳進丁,1,1,1,1946,民主進步黨,62640,34.99,0,0,2012,4,0,0,0
彰化縣第01選區,施月英,2,女,1975,綠黨,2717,0.0151,NA,否,2012,66.04,彰化縣第01選區,施月英,2,0,0,1975,綠黨,2717,1.51,0,0,2012,4,0,0,0
彰化縣第01選區,林益邦,3,男,1974,無黨籍及未經政黨推薦,50615,0.2827,NA,否,2012,66.04,彰化縣第01選區,林益邦,3,0,1,1974,無黨籍及未經政黨推薦,50615,28.27,0,0,2012,4,0,0,0
彰化縣第01選區,王惠美,4,女,1968,中國國民黨,63026,0.3521,*,否,2012,66.04,彰化縣第01選區,王惠美,4,0,0,1968,中國國民黨,63026,35.21,1,0,2012,4,1,0,0
彰化縣第01選區,陳文彬,1,男,1969,民主進步黨,72003,0.43799999999999994,NA,否,2016,70.2,彰化縣第01選區,陳文彬,1,1,1,1969,民主進步黨,72003,43.8,0,0,2016,2,0,0,0
彰化縣第01選區,王惠美,2,女,1968,中國國民黨,92373,0.5619,*,是,2016,70.2,彰化縣第01選區,王惠美,2,0,0,1968,中國國民黨,92373,56.19,1,1,2016,2,1,0,0
彰化縣第01選區,柯呈枋,1,男,1972,中國國民黨,88690,0.4797,NA,是,2020,97.8,彰化縣第01選區,柯呈枋,1,1,1,1972,中國國民黨,88690,47.97,0,1,2020,2,0,0,0
彰化縣第01選區,陳秀寳,2,女,1972,民主進步黨,96191,0.5203,*,否,2020,97.8,彰化縣第01選區,陳秀寳,2,0,0,1972,民主進步黨,96191,52.03,1,0,2020,2,1,0,0
彰化縣第02選區,邱創進,1,男,1956,民主進步黨,47809,0.3685,NA,是,2008,NA,彰化縣第02選區,邱創進,1,1,1,1956,民主進步黨,47809,36.85,0,1,2008,3,0,1,0
彰化縣第02選區,林滄敏,2,男,1958,中國國民黨,77871,0.6002000000000001,*,是,2008,NA,彰化縣第02選區,林滄敏,2,0,1,1958,中國國民黨,77871,60.02000000000001,1,1,2008,3,0,1,1
彰化縣第02選區,林招膨,3,男,1959,台灣團結聯盟,4047,0.0311,NA,否,2008,NA,彰化縣第02選區,林招膨,3,0,1,1959,台灣團結聯盟,4047,3.11,0,0,2008,3,1,1,0
彰化縣第02選區,黃秀芳,1,女,1971,民主進步黨,77158,0.44530000000000003,NA,否,2012,96.88,彰化縣第02選區,黃秀芳,1,1,0,1971,民主進步黨,77158,44.53,0,0,2012,2,0,0,0
彰化縣第02選區,林滄敏,2,男,1958,中國國民黨,96108,0.5546,*,是,2012,96.88,彰化縣第02選區,林滄敏,2,0,1,1958,中國國民黨,96108,55.46,1,1,2012,2,1,0,0
彰化縣第02選區,張耀元,1,男,1983,民國黨,4554,0.027999999999999997,NA,否,2016,100,彰化縣第02選區,張耀元,1,1,1,1983,民國黨,4554,2.8,0,0,2016,7,0,1,0
彰化縣第02選區,林滄敏,2,男,1958,中國國民黨,65020,0.40009999999999996,NA,是,2016,100,彰化縣第02選區,林滄敏,2,0,1,1958,中國國民黨,65020,40.01,0,1,2016,7,0,1,0
彰化縣第02選區,黃秀芳,3,女,1971,民主進步黨,73227,0.4507,*,否,2016,100,彰化縣第02選區,黃秀芳,3,0,0,1971,民主進步黨,73227,45.07,1,0,2016,7,0,1,0
彰化縣第02選區,許永金,4,男,1953,無黨籍及未經政黨推薦,860,0.0052,NA,否,2016,100,彰化縣第02選區,許永金,4,0,1,1953,無黨籍及未經政黨推薦,860,0.52,0,0,2016,7,0,1,1
彰化縣第02選區,黄玉芬,5,女,1982,無黨籍及未經政黨推薦,12380,0.0761,NA,否,2016,100,彰化縣第02選區,黄玉芬,5,0,0,1982,無黨籍及未經政黨推薦,12380,7.61,0,0,2016,7,0,1,0
彰化縣第02選區,劉泳君,6,男,1940,無黨籍及未經政黨推薦,657,0.004,NA,否,2016,100,彰化縣第02選區,劉泳君,6,0,1,1940,無黨籍及未經政黨推薦,657,0.4,0,0,2016,7,0,1,0
彰化縣第02選區,温國銘,7,男,1959,勞工黨,5773,0.0355,NA,否,2016,100,彰化縣第02選區,温國銘,7,0,1,1959,勞工黨,5773,3.55,0,0,2016,7,1,1,0
彰化縣第02選區,張瀚天,1,男,1968,中國國民黨,78177,0.42479999999999996,NA,否,2020,85.09,彰化縣第02選區,張瀚天,1,1,1,1968,中國國民黨,78177,42.48,0,0,2020,3,0,1,0
彰化縣第02選區,黃秀芳,2,女,1971,民主進步黨,83013,0.4511,*,是,2020,NA,彰化縣第02選區,黃秀芳,2,0,0,1971,民主進步黨,83013,45.11,1,1,2020,3,0,1,1
彰化縣第02選區,黄玉芬,3,女,1982,無黨籍及未經政黨推薦,22834,0.1241,NA,否,2020,NA,彰化縣第02選區,黄玉芬,3,0,0,1982,無黨籍及未經政黨推薦,22834,12.41,0,0,2020,3,1,1,0
彰化縣第03選區,鄭汝芬,1,女,1957,中國國民黨,68486,0.4533,*,否,2008,NA,彰化縣第03選區,鄭汝芬,1,1,0,1957,中國國民黨,68486,45.33,1,0,2008,3,0,1,0
彰化縣第03選區,楊宗哲,2,男,1956,無黨籍及未經政黨推薦,35989,0.2382,NA,是,2008,NA,彰化縣第03選區,楊宗哲,2,0,1,1956,無黨籍及未經政黨推薦,35989,23.82,0,1,2008,3,0,1,1
彰化縣第03選區,林重謨,3,男,1947,民主進步黨,46595,0.3084,NA,是,2008,NA,彰化縣第03選區,林重謨,3,0,1,1947,民主進步黨,46595,30.84,0,1,2008,3,1,1,0
彰化縣第03選區,鄭汝芬,1,女,1957,中國國民黨,101352,0.5589,*,是,2012,76.18,彰化縣第03選區,鄭汝芬,1,1,0,1957,中國國民黨,101352,55.88999999999999,1,1,2012,2,0,0,0
彰化縣第03選區,江昭儀,2,男,1943,民主進步黨,79969,0.441,NA,否,2012,76.18,彰化縣第03選區,江昭儀,2,0,1,1943,民主進步黨,79969,44.1,0,0,2012,2,1,0,0
彰化縣第03選區,洪遊江,1,男,1958,自由台灣黨,2012,0.0118,NA,否,2016,100,彰化縣第03選區,洪遊江,1,1,1,1958,自由台灣黨,2012,1.18,0,0,2016,5,0,1,0
彰化縣第03選區,鄭汝芬,2,女,1957,中國國民黨,69448,0.40950000000000003,NA,是,2016,100,彰化縣第03選區,鄭汝芬,2,0,0,1957,中國國民黨,69448,40.95,0,1,2016,5,0,1,0
彰化縣第03選區,陳朝容,3,男,1956,親民黨,19287,0.1137,NA,否,2016,100,彰化縣第03選區,陳朝容,3,0,1,1956,親民黨,19287,11.37,0,0,2016,5,0,1,1
彰化縣第03選區,張益勝,4,男,1979,時代力量,3229,0.019,NA,否,2016,100,彰化縣第03選區,張益勝,4,0,1,1979,時代力量,3229,1.9,0,0,2016,5,0,1,0
彰化縣第03選區,洪宗熠,5,男,1969,民主進步黨,75609,0.4458,*,否,2016,100,彰化縣第03選區,洪宗熠,5,0,1,1969,民主進步黨,75609,44.58,1,0,2016,5,1,1,0
彰化縣第03選區,謝衣鳯,1,女,1977,中國國民黨,97396,0.5115,*,否,2020,85.53,彰化縣第03選區,謝衣鳯,1,1,0,1977,中國國民黨,97396,51.15,1,0,2020,4,0,0,0
彰化縣第03選區,楊麗香,2,女,1964,無黨籍及未經政黨推薦,8518,0.0447,NA,否,2020,85.53,彰化縣第03選區,楊麗香,2,0,0,1964,無黨籍及未經政黨推薦,8518,4.47,0,0,2020,4,0,0,0
彰化縣第03選區,劉銀鬃,3,男,1954,台澎黨,1116,0.0059,NA,否,2020,85.53,彰化縣第03選區,劉銀鬃,3,0,1,1954,台澎黨,1116,0.59,0,0,2020,4,0,0,0
彰化縣第03選區,洪宗熠,4,男,1969,民主進步黨,83380,0.4379,NA,是,2020,85.53,彰化縣第03選區,洪宗熠,4,0,1,1969,民主進步黨,83380,43.79,0,1,2020,4,1,0,0
彰化縣第04選區,陳朝容,1,男,1956,無黨籍及未經政黨推薦,20690,0.14,NA,是,2008,NA,彰化縣第04選區,陳朝容,1,1,1,1956,無黨籍及未經政黨推薦,20690,14.000000000000002,0,1,2008,4,0,0,0
彰化縣第04選區,謝章捷,2,男,1958,無黨籍及未經政黨推薦,11302,0.0764,NA,否,2008,NA,彰化縣第04選區,謝章捷,2,0,1,1958,無黨籍及未經政黨推薦,11302,7.64,0,0,2008,4,0,0,0
彰化縣第04選區,江昭儀,3,男,1943,民主進步黨,54808,0.37079999999999996,NA,是,2008,NA,彰化縣第04選區,江昭儀,3,0,1,1943,民主進步黨,54808,37.08,0,1,2008,4,0,0,0
彰化縣第04選區,蕭景田,4,男,1954,中國國民黨,60980,0.41259999999999997,*,否,2008,NA,彰化縣第04選區,蕭景田,4,0,1,1954,中國國民黨,60980,41.26,1,0,2008,4,1,0,0
彰化縣第04選區,蕭景田,1,男,1954,中國國民黨,91207,0.4976,NA,是,2012,78.35,彰化縣第04選區,蕭景田,1,1,1,1954,中國國民黨,91207,49.76,0,1,2012,2,0,0,0
彰化縣第04選區,魏明谷,2,男,1963,民主進步黨,92085,0.5023,*,否,2012,78.35,彰化縣第04選區,魏明谷,2,0,1,1963,民主進步黨,92085,50.23,1,0,2012,2,1,0,0
彰化縣第04選區,陳素月,1,女,1966,民主進步黨,95518,0.5722999999999999,*,是,2016,89.45,彰化縣第04選區,陳素月,1,1,0,1966,民主進步黨,95518,57.22999999999999,1,1,2016,2,0,0,0
彰化縣第04選區,張錦昆,2,男,1965,中國國民黨,71367,0.4276,NA,否,2016,89.45,彰化縣第04選區,張錦昆,2,0,1,1965,中國國民黨,71367,42.76,0,0,2016,2,1,0,0
彰化縣第04選區,林怡彣,1,女,1976,勞工黨,2451,0.0126,NA,否,2020,100,彰化縣第04選區,林怡彣,1,1,0,1976,勞工黨,2451,1.26,0,0,2020,7,0,1,0
彰化縣第04選區,洪祐輔,2,男,1941,無黨籍及未經政黨推薦,1507,0.0078000000000000005,NA,否,2020,100,彰化縣第04選區,洪祐輔,2,0,1,1941,無黨籍及未經政黨推薦,1507,0.78,0,0,2020,7,0,1,0
彰化縣第04選區,蕭翠瑩,3,女,1982,綠黨,3831,0.0197,NA,否,2020,100,彰化縣第04選區,蕭翠瑩,3,0,0,1982,綠黨,3831,1.97,0,0,2020,7,0,1,0
彰化縣第04選區,陳素月,4,女,1966,民主進步黨,103740,0.5342,*,是,2020,100,彰化縣第04選區,陳素月,4,0,0,1966,民主進步黨,103740,53.42,1,1,2020,7,0,1,1
彰化縣第04選區,蕭景田,5,男,1954,中國國民黨,78603,0.4048,NA,否,2020,100,彰化縣第04選區,蕭景田,5,0,1,1954,中國國民黨,78603,40.48,0,0,2020,7,0,1,0
彰化縣第04選區,陳志傑,6,男,1967,安定力量,2913,0.015,NA,否,2020,100,彰化縣第04選區,陳志傑,6,0,1,1967,安定力量,2913,1.5,0,0,2020,7,0,1,0
彰化縣第04選區,何倍爾,7,男,1986,勞動黨,1138,0.0059,NA,否,2020,100,彰化縣第04選區,何倍爾,7,0,1,1986,勞動黨,1138,0.59,0,0,2020,7,1,1,0
新北市第01選區,何博文,1,男,1973,民主進步黨,90125,0.4244,NA,否,2012,98.22,新北市第01選區,何博文,1,1,1,1973,民主進步黨,90125,42.44,0,0,2012,4,0,0,0
新北市第01選區,余宗珮,2,女,1975,親民黨,9359,0.044000000000000004,NA,否,2012,98.22,新北市第01選區,余宗珮,2,0,0,1975,親民黨,9359,4.4,0,0,2012,4,0,0,0
新北市第01選區,王鐘銘,3,男,1978,綠黨,5038,0.023700000000000002,NA,否,2012,98.22,新北市第01選區,王鐘銘,3,0,1,1978,綠黨,5038,2.37,0,0,2012,4,0,0,0
新北市第01選區,吳育昇,4,男,1958,中國國民黨,107821,0.5077,*,是,2012,98.22,新北市第01選區,吳育昇,4,0,1,1958,中國國民黨,107821,50.77,1,1,2012,4,1,0,0
新北市第01選區,吳育昇,1,男,1958,中國國民黨,84582,0.40869999999999995,NA,是,2016,93.22,新北市第01選區,吳育昇,1,1,1,1958,中國國民黨,84582,40.87,0,1,2016,6,0,0,0
新北市第01選區,蘇通達,2,男,1973,樹黨,5114,0.024700000000000003,NA,否,2016,93.22,新北市第01選區,蘇通達,2,0,1,1973,樹黨,5114,2.47,0,0,2016,6,0,0,0
新北市第01選區,洪志成,3,男,1974,健保免費連線,1385,0.0066,NA,否,2016,93.22,新北市第01選區,洪志成,3,0,1,1974,健保免費連線,1385,0.66,0,0,2016,6,0,0,0
新北市第01選區,呂孫綾,4,女,1988,民主進步黨,110243,0.5327000000000001,*,否,2016,93.22,新北市第01選區,呂孫綾,4,0,0,1988,民主進步黨,110243,53.27,1,0,2016,6,0,0,0
新北市第01選區,陳立基,5,男,1973,無黨籍及未經政黨推薦,4864,0.0235,NA,否,2016,93.22,新北市第01選區,陳立基,5,0,1,1973,無黨籍及未經政黨推薦,4864,2.35,0,0,2016,6,0,0,0
新北市第01選區,陳筠棻,6,女,1968,和平鴿聯盟黨,736,0.0034999999999999996,NA,否,2016,93.22,新北市第01選區,陳筠棻,6,0,0,1968,和平鴿聯盟黨,736,0.35,0,0,2016,6,1,0,0
新北市第01選區,歐崇敬,1,男,1967,無黨籍及未經政黨推薦,892,0.0034999999999999996,NA,否,2020,94.14,新北市第01選區,歐崇敬,1,1,1,1967,無黨籍及未經政黨推薦,892,0.35,0,0,2020,8,0,0,0
新北市第01選區,陳昭宏,2,男,1980,無黨籍及未經政黨推薦,2579,0.01,NA,否,2020,94.14,新北市第01選區,陳昭宏,2,0,1,1980,無黨籍及未經政黨推薦,2579,1,0,0,2020,8,0,0,0
新北市第01選區,張衞航,3,男,1976,時代力量,19641,0.07629999999999999,NA,否,2020,94.14,新北市第01選區,張衞航,3,0,1,1976,時代力量,19641,7.629999999999999,0,0,2020,8,0,0,0
新北市第01選區,張立蔭,4,男,1967,無黨籍及未經政黨推薦,604,0.0023,NA,否,2020,94.14,新北市第01選區,張立蔭,4,0,1,1967,無黨籍及未經政黨推薦,604,0.22999999999999998,0,0,2020,8,0,0,0
新北市第01選區,余長欣,5,男,1977,綠黨,3663,0.014199999999999999,NA,否,2020,94.14,新北市第01選區,余長欣,5,0,1,1977,綠黨,3663,1.42,0,0,2020,8,0,0,0
新北市第01選區,呂孫綾,6,女,1988,民主進步黨,110162,0.42810000000000004,NA,是,2020,94.14,新北市第01選區,呂孫綾,6,0,0,1988,民主進步黨,110162,42.81,0,1,2020,8,0,0,0
新北市第01選區,洪孟楷,7,男,1983,中國國民黨,119401,0.46399999999999997,*,否,2020,94.14,新北市第01選區,洪孟楷,7,0,1,1983,中國國民黨,119401,46.4,1,0,2020,8,0,0,0
新北市第01選區,陳榮太,8,男,1944,台灣整復師聯盟工黨,366,0.0014000000000000002,NA,否,2020,94.14,新北市第01選區,陳榮太,8,0,1,1944,台灣整復師聯盟工黨,366,0.14,0,0,2020,8,1,0,0
新北市第02選區,王安娜,1,女,1966,台灣國民會議,1292,0.0066,NA,否,2012,83.09,新北市第02選區,王安娜,1,1,0,1966,台灣國民會議,1292,0.66,0,0,2012,5,0,1,0
新北市第02選區,錢薇娟,2,女,1971,中國國民黨,76768,0.3951,NA,否,2012,83.09,新北市第02選區,錢薇娟,2,0,0,1971,中國國民黨,76768,39.51,0,0,2012,5,0,1,0
新北市第02選區,林淑芬,3,女,1973,民主進步黨,114091,0.5871999999999999,*,是,2012,83.09,新北市第02選區,林淑芬,3,0,0,1973,民主進步黨,114091,58.71999999999999,1,1,2012,5,0,1,1
新北市第02選區,龔尤倩,4,女,1969,人民民主陣線,1428,0.0073,NA,否,2012,83.09,新北市第02選區,龔尤倩,4,0,0,1969,人民民主陣線,1428,0.73,0,0,2012,5,0,1,0
新北市第02選區,計京生,5,男,1948,中華民國臺灣基本法連線,700,0.0036,NA,否,2012,83.09,新北市第02選區,計京生,5,0,1,1948,中華民國臺灣基本法連線,700,0.36,0,0,2012,5,1,1,0
新北市第02選區,陳明義,1,男,1967,中國國民黨,56057,0.3125,NA,否,2016,98.24,新北市第02選區,陳明義,1,1,1,1967,中國國民黨,56057,31.25,0,0,2016,2,0,0,0
新北市第02選區,林淑芬,2,女,1973,民主進步黨,123299,0.6873999999999999,*,是,2016,98.24,新北市第02選區,林淑芬,2,0,0,1973,民主進步黨,123299,68.74,1,1,2016,2,1,0,0
新北市第02選區,林淑芬,1,女,1973,民主進步黨,132591,0.6236999999999999,*,是,2020,100,新北市第02選區,林淑芬,1,1,0,1973,民主進步黨,132591,62.36999999999999,1,1,2020,3,0,1,0
新北市第02選區,龍大智,2,男,1963,合一行動聯盟,2376,0.011200000000000002,NA,否,2020,100,新北市第02選區,龍大智,2,0,1,1963,合一行動聯盟,2376,1.12,0,0,2020,3,0,1,1
新北市第02選區,黃桂蘭,3,女,1957,中國國民黨,77625,0.3651,NA,否,2020,100,新北市第02選區,黃桂蘭,3,0,0,1957,中國國民黨,77625,36.51,0,0,2020,3,1,1,0
新北市第03選區,李乾龍,1,男,1949,中國國民黨,94634,0.48729999999999996,NA,否,2012,97.77,新北市第03選區,李乾龍,1,1,1,1949,中國國民黨,94634,48.73,0,0,2012,4,0,0,0
新北市第03選區,吳清,2,男,1953,中華民國臺灣基本法連線,1059,0.0054,NA,否,2012,97.77,新北市第03選區,吳清,2,0,1,1953,中華民國臺灣基本法連線,1059,0.54,0,0,2012,4,0,0,0
新北市第03選區,高志鵬,3,男,1963,民主進步黨,95649,0.4925,*,是,2012,97.77,新北市第03選區,高志鵬,3,0,1,1963,民主進步黨,95649,49.25,1,1,2012,4,0,0,0
新北市第03選區,蕭炳賢,4,男,1968,健保免費連線,2836,0.0146,NA,否,2012,97.77,新北市第03選區,蕭炳賢,4,0,1,1968,健保免費連線,2836,1.46,0,0,2012,4,1,0,0
新北市第03選區,陳長發,1,男,1956,大愛憲改聯盟,655,0.0036,NA,否,2016,97.98,新北市第03選區,陳長發,1,1,1,1956,大愛憲改聯盟,655,0.36,0,0,2016,9,0,1,0
新北市第03選區,蕭忠漢,2,男,1955,健保免費連線,546,0.003,NA,否,2016,97.98,新北市第03選區,蕭忠漢,2,0,1,1955,健保免費連線,546,0.3,0,0,2016,9,0,1,0
新北市第03選區,李乾龍,3,男,1949,中國國民黨,62723,0.3543,NA,否,2016,97.98,新北市第03選區,李乾龍,3,0,1,1949,中國國民黨,62723,35.43,0,0,2016,9,0,1,0
新北市第03選區,高志鵬,4,男,1963,民主進步黨,96557,0.5454,*,是,2016,97.98,新北市第03選區,高志鵬,4,0,1,1963,民主進步黨,96557,54.54,1,1,2016,9,0,1,0
新北市第03選區,張碩文,5,男,1971,親民黨,13375,0.0755,NA,否,2016,97.98,新北市第03選區,張碩文,5,0,1,1971,親民黨,13375,7.55,0,0,2016,9,0,1,1
新北市第03選區,林其瑩,6,男,1958,社會福利黨,1114,0.0062,NA,否,2016,97.98,新北市第03選區,林其瑩,6,0,1,1958,社會福利黨,1114,0.62,0,0,2016,9,0,1,0
新北市第03選區,姚胤宏,7,男,1988,樹黨,1314,0.0074,NA,否,2016,97.98,新北市第03選區,姚胤宏,7,0,1,1988,樹黨,1314,0.74,0,0,2016,9,0,1,0
新北市第03選區,黃茂,8,男,1944,無黨籍及未經政黨推薦,315,0.0017000000000000001,NA,否,2016,97.98,新北市第03選區,黃茂,8,0,1,1944,無黨籍及未經政黨推薦,315,0.17,0,0,2016,9,0,1,0
新北市第03選區,蘇卿彥,9,男,1939,無黨籍及未經政黨推薦,429,0.0024,NA,否,2016,97.98,新北市第03選區,蘇卿彥,9,0,1,1939,無黨籍及未經政黨推薦,429,0.24,0,0,2016,9,1,1,0
新北市第03選區,羅和讚,1,男,1961,無黨籍及未經政黨推薦,2390,0.012199999999999999,NA,否,2020,98.81,新北市第03選區,羅和讚,1,1,1,1961,無黨籍及未經政黨推薦,2390,1.22,0,0,2020,7,0,1,0
新北市第03選區,李翁月娥,2,女,1958,無黨籍及未經政黨推薦,63832,0.3245,NA,否,2020,98.81,新北市第03選區,李翁月娥,2,0,0,1958,無黨籍及未經政黨推薦,63832,32.45,0,0,2020,7,0,1,0
